offset	jp	ko
0x50B8C0	ゲームクリア履歴ロード	게임 클리어 이력 로드
0x50B8E0	セーブ情報ロード	세이브 정보 로드
0x50B8F8	共通設定ロード	공통 설정 로드
0x50B910	アイテムコレクションセーブ	아이템 컬렉션 세이브
0x50B930	イベントコレクションセーブ	이벤트 컬렉션 세이브
0x50B950	ゲームクリア履歴セーブ	게임 클리어 이력 세이브
0x50B970	戦術キャンペーン履歴ロード	전술 캠페인 이력 로드
0x50B990	戦術キャンペーン履歴セーブ	전술 캠페인 이력 세이브
0x50B9B0	三國志Ⅷデータロード	삼국지 8 데이터 로드
0x50B9D0	三國志Ⅷ with パワーアップキットデータセーブ	삼국지 8 with 파워업 키트 데이터 세이브
0x50BA20	ここまでの内容をセーブしますか？	여기까지의 내용을 세이브하겠습니까?
0x50BA50	アイテムコレクションのデータが更新されています\nメモリーカード(PS2)に保存しますか？	아이템 컬렉션 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
0x50BAB0	イベントコレクションのデータが更新されています\nメモリーカード(PS2)に保存しますか？	이벤트 컬렉션 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
0x50BB10	ゲームクリア履歴のデータが更新されています\nメモリーカード(PS2)に保存しますか？	게임 클리어 이력 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
0x50BB60	戦術キャンペーン履歴を\nメモリーカード(PS2)にセーブします\nよろしいですか？	전술 캠페인 이력을\n메모리카드(PS2)에 세이브합니다\n진행하시겠습니까?
0x50BBB0	三國志Ⅷのアイテム・イベントコレクション\nゲームクリア履歴のデータを\nメモリーカード(PS2)に保存しますか？	삼국지8의 아이템・이벤트 컬렉션\n게임 클리어 이력의 데이터를\n메모리카드(PS2)에 저장하시겠습니까?
0x50BC18	夫	남편
0x50BC20	妻	처
0x50BC28	少女	소녀
0x50BC30	少年	소년
0x50BC80	特技「%s」	특기「%s」
0x50BC90	特技	특기
0x50BC98	戦法「%s」	전법「%s」
0x50BCA8	戦法	전법
0x50BCB0	資質なし　　　　	자질없음　　　　
0x50BCD0	人並み　　　　　	평범　　　　　　
0x50BCF0	心得あり　　　　	소양있음　　　　
0x50BD10	猛者　　　　　　	맹장　　　　　　
0x50BD30	剛の者　　　　　	강자　　　　　　
0x50BD50	一騎当千　　　　	일기당천　　　　
0x50BD70	天下無双　　　　	천하무쌍　　　　
0x50BD90	識者　　　　　　	식자　　　　　　
0x50BDB0	賢者　　　　　　	현자　　　　　　
0x50BDD0	変幻無窮の策士　	변환무궁의책사　
0x50BDF0	希世の天才　　　	희세의천재　　　
0x50BE10	策士　　　　　　	책사　　　　　　
0x50BE30	権謀術策の士　　	권모술책의사　　
0x50BE50	名君の政術　　　	명군의정술　　　
0x50BE70	神君の徳治　　　	신군의덕치　　　
0x50BE90	明星　　　　　　	샛별　　　　　　
0x50BEB0	稟姓の声望　　　	품성의성망　　　
0x50BED0	天資の徳望　　　	천자의덕망　　　
0x50BEF0	神の恩寵者　　　	신의은총자　　　
0x50BF10	　これ以上は無理　	　이 이상은 무리　
0x50BF30	　少しだけ伸びる　	　조금만 늘어남　
0x50BF50	　まだまだ伸びる　	　아직 더 늘어남　
0x50BF70	　大いに期待　　　	　크게 기대　　　
0x50BF98	武力	무력
0x50BFA0	知力	지력
0x50BFA8	政治	정치
0x50BFB0	魅力	매력
0x50BFB8	冷静	냉정
0x50BFC0	勇猛	용맹
0x50BFF8	息子	아들
0x50C000	娘	딸
0x50C008	都市	도시
0x50C6A8	%d年	%d년
0x50C6B0	%d年%d月	%d년 %d월
0x50C6E8	年表	연표
0x50C6F0	戻る	뒤로
0x50C6F8	、	,
0x50C700	。	.
0x50C710	%3d年  　　　 	%3d년
0x50C720	%3d年%2d月　　 	%3d년 %2d월
0x50C730	   　  　　　 	
0x50C748	頁切替	쪽전환
0x50C750	番号	번호
0x50C988	 金 	금
0x50C990	商人	상인
0x50C998	 決定 	결정
0x50C9A8	 中止 	중지
0x50C9B8	州	주
0x50C9C0	勢力	세력
0x50C9C8	太守	태수
0x50C9D0	武将	무장
0x50C9D8	軍団	군단
0x50C9E0	軍師	군사
0x50C9E8	在野	재야
0x50C9F0	内政	내정
0x50C9F8	民心	민심
0x50CA00	都市編集	도시 편집
0x50CA18	非常駐	비상주
0x50CA20	常駐	상주
0x50CA28	農耕	농경
0x50CA30	商業	상업
0x50CA38	技術	기술
0x50CA40	城塞	성새
0x50CA48	放牧	방목
0x50CA50	特徴	특징
0x50CA58	常駐	상주
0x50CA60	非常駐	비상주
0x50CAA8	武力	무력
0x50CAB0	知力	지력
0x50CAB8	政治	정치
0x50CAC0	魅力	매력
0x50CAC8	義理	의리
0x50CAD0	野望	야망
0x50CAD8	冷静	냉정
0x50CAE0	勇猛	용맹
0x50CAE8	相性	상성
0x50CAF0	寿命	수명
0x50CAF8	有名	유명
0x50CB00	功績	공적
0x50CB08	名声	명성
0x50CB10	悪名	악명
0x50CB18	忠誠	충성
0x50CB20	金	금
0x50CB98	 タイプ 	 타입 
0x50CBA8	得意分野	특기 분야
0x50CBB8	将軍	장군
0x50CBC0	軍師	군사
0x50CBC8	万能	만능
0x50CBD0	平凡	평범
0x50CBD8	打撃	타격
0x50CBE0	射撃	사격
0x50CBE8	奇襲	기습
0x50CBF0	計略	계략
0x50CBF8	数値	수치
0x50CC00	特技	특기
0x50CC08	戦法	전법
0x50CC10	成長傾向	성장 경향
0x50CC20	決定	결정
0x50CC28	中止	중지
0x50CC38	勢力	세력
0x50CC40	所在	소재
0x50CC48	身分	신분
0x50CC50	編集内容で決定します\nよろしいですか？	편집 내용으로 결정합니다\n진행하시겠습니까?
0x50CC80	編集を中止して元に戻しますが\nよろしいですか？	편집을 중지하고 되돌립니다\n진행하시겠습니까?
0x50CCD0	能力などの数値を編集します	능력 등의 수치를 편집합니다
0x50CCF0	特技を編集します	특기를 편집합니다
0x50CD10	戦法を編集します	전법을 편집합니다
0x50CD30	成長傾向を編集します	성장 경향을 편집합니다
0x50CD50	編集内容で決定します	편집 내용으로 결정합니다
0x50CD70	編集を中止します	편집을 중지합니다
0x50CD88	%sを変更します	%s 변경합니다
0x50CDA0	[2b%sは変更できません	[2b%s 변경은 불가합니다
0x50CDC0	%sレベルを変更します	%s 레벨을 변경합니다
0x50CDE0	タイプを変更します	타입을 변경합니다
0x50CE00	得意分野を変更します(複数可)	특기 분야 변경(복수 가능)
0x50D0B0	%s(%d～%d)	%s(%d~%d)
0x50D100	x＜週	x＜주
0x50D120	x＜週	x＜주
0x50D1D0	x＜週	x＜주
0x50D7C0	x＜集	x＜집
0x50D7E0	x＜集	x＜집
0x50D900	x＜集	x＜집
0x50DBA0	x＜集	x＜집
0x50DCC0	x＜集	x＜집
0x50DCE0	x＜集	x＜집
0x50EE30	x＜集	x＜집
0x513850	x＜従	x＜종
0x5138F0	x＜従	x＜종
0x513910	x＜戎	x＜융
0x513A20	x＜戎	x＜융
0x514C60	x＜柔	x＜유
